OrderID,OrderDate,Country,ProductCategory,Model,Gender,Size,SalesChannel,Quantity,UnitPrice,DiscountPercent,Revenue
6227,2025-02-26,India,Lifestyle,Blazer Mid,Women,7,Online,1,13982,0,13982.0
6228,2024-04-15,UK,Basketball,Air Jordan 1,Men,6,Online,3,6789,0,20367.0
6229,2025-02-12,USA,Lifestyle,Blazer Mid,Unisex,9,Online,3,8784,20,21081.6
6230,2024-11-15,UK,Running,React Infinity Run,Women,9,Retail Store,2,9430,15,16031.0
6231,2024-07-10,UK,Lifestyle,Blazer Mid,Men,9,Online,1,12186,20,9748.8
6232,2024-12-27,India,Running,React Infinity Run,Unisex,10,Online,2,6435,20,10296.0
6233,2024-04-08,Germany,Running,React Infinity Run,Women,9,Online,3,5903,15,15052.65
6234,2024-01-26,Germany,Training,Free Metcon,Women,6,Retail Store,1,7383,0,7383.0
6235,2025-06-13,India,Running,React Infinity Run,Unisex,9,Online,3,12287,20,29488.8
6236,2024-03-31,Germany,Training,Free Metcon,Men,6,Online,1,4247,10,3822.3
6237,2024-01-25,UK,Basketball,LeBron 21,Unisex,9,Online,2,4981,15,8467.7
6238,2024-11-16,India,Training,Air Zoom TR,Men,7,Online,2,6141,15,10439.7
6239,2025-05-01,India,Training,Air Zoom TR,Men,8,Retail Store,3,4448,15,11342.4
6240,2024-05-06,India,Training,Air Zoom TR,Men,11,Online,2,13625,10,24525.0
6241,2024-08-03,UK,Lifestyle,Blazer Mid,Men,8,Retail Store,1,4876,20,3900.8
6242,2025-10-13,USA,Lifestyle,Air Force 1,Women,10,Retail Store,1,5630,0,5630.0
6243,2025-11-23,Germany,Lifestyle,Blazer Mid,Men,7,Retail Store,2,11373,0,22746.0
6244,2024-01-21,Germany,Training,Free Metcon,Unisex,10,Retail Store,2,4797,15,8154.9
6245,2024-11-10,Germany,Basketball,Air Jordan 1,Men,8,Online,3,9677,10,26127.9
6246,2025-04-04,USA,Lifestyle,Blazer Mid,Women,6,Online,3,14468,20,34723.2
6247,2025-06-17,Germany,Training,Metcon 9,Unisex,7,Online,2,13414,0,26828.0
6248,2024-03-02,India,Running,Air Zoom Alphafly,Men,6,Online,1,7347,5,6979.65
6249,2025-05-04,UK,Basketball,KD 16,Men,9,Retail Store,1,8101,15,6885.85
6250,2025-01-02,UK,Basketball,KD 16,Men,8,Online,2,7179,20,11486.4
6251,2024-01-06,UK,Training,Free Metcon,Men,9,Retail Store,3,5363,5,15284.55
6252,2025-11-14,USA,Lifestyle,Air Force 1,Men,8,Retail Store,3,5056,15,12892.8
6253,2024-09-09,Germany,Training,Metcon 9,Men,11,Retail Store,2,11799,20,18878.4
6254,2024-03-25,USA,Lifestyle,Air Max 90,Women,11,Retail Store,1,5924,5,5627.8
6255,2024-02-19,Germany,Running,React Infinity Run,Women,8,Online,3,10977,0,32931.0
6256,2024-11-30,UK,Basketball,KD 16,Women,10,Online,2,13133,10,23639.4
6257,2025-04-21,India,Lifestyle,Blazer Mid,Unisex,8,Online,1,8150,20,6520.0
6258,2024-10-22,UK,Basketball,Air Jordan 1,Women,11,Online,3,11004,20,26409.6
6259,2025-03-27,USA,Training,Free Metcon,Unisex,9,Retail Store,2,8866,5,16845.4
6260,2024-02-26,India,Lifestyle,Air Force 1,Men,6,Online,2,11005,20,17608.0
6261,2024-04-01,UK,Basketball,LeBron 21,Unisex,7,Online,2,6032,10,10857.6
6262,2024-02-22,USA,Training,Free Metcon,Women,9,Online,1,13865,0,13865.0
6263,2024-03-21,USA,Lifestyle,Blazer Mid,Men,7,Online,2,8314,5,15796.6
6264,2024-03-09,USA,Basketball,KD 16,Unisex,8,Online,2,9632,0,19264.0
6265,2025-01-05,USA,Basketball,LeBron 21,Men,11,Retail Store,1,4892,0,4892.0
6266,2024-07-09,Germany,Running,Air Zoom Alphafly,Unisex,11,Retail Store,2,4971,15,8450.7
6267,2025-02-15,Germany,Lifestyle,Air Force 1,Unisex,6,Online,1,13299,15,11304.15
6268,2025-09-15,Germany,Lifestyle,Blazer Mid,Men,10,Retail Store,2,7246,0,14492.0
6269,2024-03-13,Germany,Running,Air Zoom Pegasus,Unisex,9,Online,2,7417,5,14092.3
6270,2024-07-29,USA,Training,Free Metcon,Men,9,Online,3,8151,15,20785.05
6271,2024-08-20,UK,Running,React Infinity Run,Men,8,Online,3,13111,10,35399.7
6272,2024-12-31,India,Training,Air Zoom TR,Women,6,Online,1,9673,15,8222.05
6273,2024-05-18,UK,Basketball,Air Jordan 1,Men,10,Online,2,5883,10,10589.4
6274,2025-06-14,USA,Lifestyle,Air Force 1,Men,6,Retail Store,1,13001,20,10400.8
6275,2025-12-22,Germany,Training,Free Metcon,Men,11,Retail Store,1,9220,0,9220.0
6276,2025-02-19,USA,Training,Air Zoom TR,Women,9,Retail Store,1,5206,15,4425.1
6277,2024-06-01,India,Training,Metcon 9,Women,6,Online,1,7080,20,5664.0
6278,2025-07-04,UK,Training,Metcon 9,Women,8,Online,2,8005,15,13608.5
6279,2025-04-07,UK,Basketball,LeBron 21,Unisex,8,Online,2,5569,20,8910.4
6280,2025-09-28,UK,Lifestyle,Air Max 90,Women,11,Online,1,14025,5,13323.75
6281,2024-07-22,USA,Basketball,KD 16,Men,11,Online,1,13333,5,12666.35
6282,2025-01-02,USA,Lifestyle,Air Max 90,Unisex,6,Online,1,6031,20,4824.8
6283,2024-05-18,India,Lifestyle,Air Force 1,Men,7,Retail Store,3,8329,0,24987.0
6284,2024-05-28,India,Training,Air Zoom TR,Women,10,Retail Store,3,5055,20,12132.0
6285,2025-04-26,USA,Basketball,KD 16,Men,8,Retail Store,3,11107,5,31654.95
6286,2024-12-31,USA,Lifestyle,Blazer Mid,Women,11,Retail Store,3,11575,15,29516.25
6287,2025-02-03,USA,Basketball,Air Jordan 1,Men,6,Online,2,7012,20,11219.2
6288,2025-08-15,Germany,Training,Metcon 9,Unisex,10,Online,3,10463,10,28250.1
6289,2025-03-29,USA,Lifestyle,Air Force 1,Unisex,7,Online,1,10260,20,8208.0
6290,2025-02-25,UK,Basketball,LeBron 21,Women,7,Online,1,11547,10,10392.3
6291,2025-07-06,UK,Running,Air Zoom Pegasus,Unisex,7,Online,2,13815,0,27630.0
6292,2024-07-02,UK,Running,Air Zoom Alphafly,Men,10,Retail Store,2,11951,0,23902.0
6293,2024-11-13,India,Training,Air Zoom TR,Men,10,Retail Store,2,14978,0,29956.0
6294,2024-10-09,India,Training,Metcon 9,Men,11,Retail Store,1,6407,0,6407.0
6295,2024-06-04,UK,Training,Air Zoom TR,Women,7,Retail Store,1,8027,0,8027.0
6296,2024-10-24,USA,Lifestyle,Blazer Mid,Women,6,Retail Store,1,7135,20,5708.0
6297,2024-04-11,USA,Lifestyle,Air Max 90,Women,10,Online,3,9509,20,22821.6
6298,2024-03-22,India,Basketball,KD 16,Unisex,6,Retail Store,3,11530,0,34590.0
6299,2025-07-14,UK,Lifestyle,Air Force 1,Women,8,Retail Store,1,12590,20,10072.0
6300,2025-04-15,UK,Basketball,Air Jordan 1,Unisex,10,Retail Store,2,7268,10,13082.4
6301,2025-01-02,USA,Basketball,Air Jordan 1,Unisex,11,Retail Store,1,8315,5,7899.25
6302,2025-03-25,UK,Running,Air Zoom Pegasus,Unisex,8,Online,1,13732,0,13732.0
6303,2024-12-09,UK,Training,Air Zoom TR,Women,10,Retail Store,3,14655,0,43965.0
6304,2024-05-10,USA,Lifestyle,Air Force 1,Men,11,Retail Store,2,11872,10,21369.6
6305,2025-07-28,USA,Training,Air Zoom TR,Unisex,11,Retail Store,2,5321,20,8513.6
6306,2024-07-17,USA,Training,Air Zoom TR,Women,7,Online,3,9862,0,29586.0
6307,2024-03-29,Germany,Running,React Infinity Run,Men,8,Retail Store,2,4533,10,8159.4
6308,2025-02-28,Germany,Lifestyle,Blazer Mid,Men,9,Online,1,6341,5,6023.95
6309,2025-11-09,Germany,Running,Air Zoom Pegasus,Unisex,6,Online,1,11227,15,9542.95
6310,2024-05-21,India,Lifestyle,Blazer Mid,Unisex,11,Retail Store,3,8485,15,21636.75
6311,2025-07-05,USA,Basketball,LeBron 21,Unisex,10,Retail Store,3,13900,0,41700.0
6312,2025-02-19,India,Running,Air Zoom Alphafly,Unisex,7,Online,2,11420,20,18272.0
6313,2024-11-20,India,Training,Air Zoom TR,Unisex,8,Retail Store,2,14047,0,28094.0
6314,2025-01-16,India,Running,Air Zoom Pegasus,Unisex,11,Retail Store,1,9679,20,7743.2
6315,2025-06-30,Germany,Lifestyle,Air Max 90,Men,9,Retail Store,1,9415,10,8473.5
6316,2025-05-13,Germany,Lifestyle,Air Force 1,Unisex,11,Online,1,5604,20,4483.2
6317,2024-08-10,Germany,Running,Air Zoom Pegasus,Women,7,Retail Store,2,9047,20,14475.2
6318,2025-10-19,UK,Running,Air Zoom Pegasus,Men,9,Online,2,11929,20,19086.4
6319,2025-02-17,Germany,Running,Air Zoom Pegasus,Women,10,Online,1,5836,0,5836.0
6320,2025-05-20,India,Running,Air Zoom Pegasus,Women,7,Retail Store,1,10476,0,10476.0
6321,2025-09-01,UK,Lifestyle,Air Force 1,Men,9,Retail Store,2,11273,20,18036.8
6322,2024-12-12,India,Basketball,KD 16,Women,6,Retail Store,3,13962,0,41886.0
6323,2024-12-04,USA,Lifestyle,Air Force 1,Men,10,Online,1,12226,20,9780.8
6324,2025-01-03,Germany,Lifestyle,Air Force 1,Unisex,8,Online,1,7014,15,5961.9
6325,2025-10-20,Germany,Training,Metcon 9,Men,8,Online,3,13972,20,33532.8
6326,2024-03-14,India,Running,Air Zoom Pegasus,Men,11,Online,1,13521,5,12844.95
6327,2024-03-08,Germany,Training,Free Metcon,Men,8,Online,1,14701,15,12495.85
6328,2024-01-31,Germany,Lifestyle,Air Max 90,Men,10,Online,3,11010,0,33030.0
6329,2024-02-21,Germany,Lifestyle,Air Force 1,Unisex,10,Retail Store,3,6586,15,16794.3
6330,2024-01-21,USA,Basketball,KD 16,Women,7,Online,3,6550,15,16702.5
6331,2025-06-15,UK,Training,Air Zoom TR,Men,7,Retail Store,2,12771,5,24264.9
6332,2025-01-26,Germany,Lifestyle,Air Force 1,Men,9,Retail Store,1,5997,5,5697.15
6333,2024-11-14,USA,Basketball,KD 16,Men,6,Retail Store,2,6130,5,11647.0
6334,2025-01-21,USA,Basketball,LeBron 21,Unisex,6,Online,1,6500,10,5850.0
6335,2024-04-08,Germany,Running,React Infinity Run,Men,11,Online,1,10767,5,10228.65
6336,2024-12-30,Germany,Training,Free Metcon,Unisex,6,Online,3,12813,0,38439.0
6337,2024-03-09,USA,Lifestyle,Air Max 90,Unisex,6,Retail Store,2,4292,0,8584.0
6338,2024-10-31,UK,Basketball,KD 16,Unisex,11,Online,1,11604,15,9863.4
6339,2024-06-16,UK,Basketball,LeBron 21,Men,10,Retail Store,3,11828,15,30161.4
6340,2024-07-01,Germany,Running,Air Zoom Pegasus,Unisex,11,Retail Store,2,11871,0,23742.0
6341,2025-06-30,Germany,Running,Air Zoom Pegasus,Unisex,6,Retail Store,3,7505,10,20263.5
6342,2025-06-20,USA,Training,Metcon 9,Unisex,11,Online,2,13498,20,21596.8
6343,2025-01-22,USA,Training,Free Metcon,Men,7,Retail Store,2,10906,15,18540.2
6344,2025-07-26,USA,Training,Air Zoom TR,Men,9,Online,3,4810,20,11544.0
6345,2024-07-29,USA,Running,React Infinity Run,Women,7,Retail Store,3,4610,0,13830.0
6346,2025-01-24,USA,Running,Air Zoom Alphafly,Women,9,Retail Store,3,8546,15,21792.3
6347,2025-09-25,UK,Basketball,KD 16,Men,8,Retail Store,3,9724,10,26254.8
6348,2024-10-12,UK,Running,Air Zoom Alphafly,Unisex,9,Online,2,6027,15,10245.9
6349,2025-04-13,India,Basketball,Air Jordan 1,Unisex,9,Retail Store,3,13081,10,35318.7
6350,2025-01-16,India,Lifestyle,Air Max 90,Unisex,9,Retail Store,2,5979,5,11360.1
6351,2024-09-16,USA,Training,Metcon 9,Men,10,Retail Store,3,7984,0,23952.0
6352,2025-04-04,USA,Basketball,LeBron 21,Unisex,11,Online,2,9021,10,16237.8
6353,2024-01-01,USA,Training,Air Zoom TR,Women,7,Retail Store,1,9512,15,8085.2
6354,2025-02-18,USA,Running,Air Zoom Pegasus,Unisex,6,Online,3,8282,10,22361.4
6355,2025-10-30,UK,Running,Air Zoom Alphafly,Unisex,11,Online,3,9528,20,22867.2
6356,2025-05-05,India,Training,Free Metcon,Men,7,Online,3,11275,0,33825.0
6357,2025-05-25,UK,Basketball,KD 16,Women,8,Retail Store,3,6787,10,18324.9
6358,2024-12-15,UK,Lifestyle,Air Force 1,Women,9,Retail Store,2,10561,0,21122.0
6359,2024-10-08,India,Running,React Infinity Run,Women,9,Retail Store,1,12629,0,12629.0
6360,2025-10-09,Germany,Lifestyle,Air Force 1,Women,8,Online,2,6358,20,10172.8
6361,2025-06-23,UK,Running,Air Zoom Pegasus,Unisex,7,Online,3,8216,20,19718.4
6362,2025-12-19,USA,Lifestyle,Air Max 90,Women,10,Online,1,4065,15,3455.25
6363,2024-02-03,UK,Training,Air Zoom TR,Unisex,8,Online,2,6184,5,11749.6
6364,2024-06-12,UK,Basketball,Air Jordan 1,Women,10,Retail Store,2,10800,0,21600.0
6365,2025-03-13,USA,Basketball,LeBron 21,Men,8,Retail Store,2,13121,20,20993.6
6366,2025-02-07,India,Running,React Infinity Run,Men,6,Online,1,13231,15,11246.35
6367,2025-10-21,India,Running,Air Zoom Alphafly,Men,9,Retail Store,2,5832,15,9914.4
6368,2025-07-09,UK,Training,Metcon 9,Women,11,Retail Store,3,14649,10,39552.3
6369,2025-12-12,UK,Lifestyle,Blazer Mid,Unisex,7,Retail Store,1,14290,5,13575.5
6370,2024-07-13,Germany,Lifestyle,Air Max 90,Unisex,8,Online,3,9807,10,26478.9
6371,2025-09-29,UK,Lifestyle,Air Force 1,Men,7,Online,3,7116,5,20280.6
6372,2024-05-30,Germany,Basketball,LeBron 21,Men,6,Retail Store,1,9850,20,7880.0
6373,2025-02-19,India,Basketball,KD 16,Men,8,Retail Store,1,12981,20,10384.8
6374,2024-06-02,Germany,Lifestyle,Blazer Mid,Men,8,Retail Store,3,13286,0,39858.0
6375,2024-02-02,India,Running,Air Zoom Alphafly,Unisex,11,Online,3,11366,15,28983.3
6376,2024-03-23,India,Training,Free Metcon,Women,7,Retail Store,3,6842,5,19499.7
6377,2025-12-27,India,Training,Metcon 9,Men,7,Retail Store,1,5664,20,4531.2
6378,2025-04-06,UK,Training,Free Metcon,Men,7,Online,2,7948,10,14306.4
6379,2024-07-30,UK,Training,Air Zoom TR,Women,8,Online,1,7634,0,7634.0
6380,2025-04-23,India,Training,Free Metcon,Women,9,Retail Store,3,8472,15,21603.6
6381,2024-01-17,UK,Running,Air Zoom Pegasus,Women,11,Online,3,5206,5,14837.1
6382,2024-01-10,India,Basketball,LeBron 21,Men,8,Online,2,12407,20,19851.2
6383,2024-04-14,UK,Basketball,Air Jordan 1,Unisex,6,Retail Store,3,8749,10,23622.3
6384,2025-08-10,Germany,Basketball,LeBron 21,Unisex,9,Retail Store,1,4002,10,3601.8
6385,2024-06-11,USA,Lifestyle,Blazer Mid,Unisex,6,Retail Store,3,5517,15,14068.35
6386,2025-02-17,UK,Basketball,LeBron 21,Unisex,7,Retail Store,2,6379,20,10206.4
6387,2024-08-05,UK,Training,Air Zoom TR,Men,9,Online,1,6823,0,6823.0
6388,2024-03-24,India,Running,Air Zoom Pegasus,Women,10,Online,1,9036,20,7228.8
6389,2025-05-17,Germany,Basketball,Air Jordan 1,Unisex,9,Online,1,7576,5,7197.2
6390,2024-01-06,Germany,Lifestyle,Blazer Mid,Men,7,Retail Store,2,14543,10,26177.4
6391,2025-09-11,UK,Basketball,KD 16,Men,6,Retail Store,3,8838,15,22536.9
6392,2025-07-07,India,Training,Free Metcon,Unisex,8,Retail Store,2,8545,5,16235.5
6393,2025-07-24,UK,Lifestyle,Blazer Mid,Men,8,Retail Store,2,12143,20,19428.8
6394,2024-08-02,USA,Lifestyle,Blazer Mid,Unisex,6,Online,3,8097,15,20647.35
6395,2024-09-15,USA,Running,React Infinity Run,Unisex,11,Retail Store,3,6157,0,18471.0
6396,2025-02-26,USA,Lifestyle,Blazer Mid,Men,9,Retail Store,1,12134,10,10920.6
6397,2025-10-29,UK,Training,Air Zoom TR,Unisex,8,Online,1,6937,20,5549.6
6398,2025-05-12,India,Lifestyle,Air Force 1,Women,11,Online,3,9141,5,26051.85
6399,2025-07-19,USA,Lifestyle,Air Force 1,Men,7,Online,1,4923,5,4676.85
6400,2025-06-26,India,Training,Free Metcon,Women,10,Retail Store,2,6979,10,12562.2
6401,2024-03-05,USA,Training,Metcon 9,Unisex,6,Online,1,6424,0,6424.0
6402,2025-08-30,India,Basketball,Air Jordan 1,Unisex,11,Online,2,6376,20,10201.6
6403,2025-09-24,UK,Training,Free Metcon,Women,7,Retail Store,2,7459,15,12680.3
6404,2024-01-22,USA,Lifestyle,Blazer Mid,Unisex,11,Online,2,7547,20,12075.2
6405,2025-01-14,India,Training,Air Zoom TR,Women,9,Retail Store,3,8577,20,20584.8
6406,2024-06-15,Germany,Training,Air Zoom TR,Men,6,Retail Store,2,7618,20,12188.8
6407,2024-01-16,India,Training,Air Zoom TR,Men,11,Retail Store,1,10630,10,9567.0
6408,2024-12-30,Germany,Training,Air Zoom TR,Women,11,Retail Store,1,9930,10,8937.0
6409,2025-03-02,India,Running,React Infinity Run,Men,7,Retail Store,1,10723,15,9114.55
6410,2025-09-24,UK,Training,Air Zoom TR,Unisex,9,Online,3,6817,10,18405.9
6411,2024-12-01,USA,Running,Air Zoom Alphafly,Men,11,Retail Store,1,12468,20,9974.4
6412,2024-09-17,India,Lifestyle,Blazer Mid,Unisex,6,Online,1,13316,5,12650.2
6413,2024-02-08,Germany,Lifestyle,Air Force 1,Men,10,Retail Store,2,7402,20,11843.2
6414,2024-03-14,USA,Basketball,KD 16,Unisex,10,Retail Store,2,12943,5,24591.7
6415,2025-07-07,Germany,Basketball,LeBron 21,Men,10,Retail Store,1,10989,20,8791.2
6416,2024-06-02,USA,Basketball,KD 16,Men,6,Online,3,5956,20,14294.4
6417,2024-01-07,India,Running,Air Zoom Pegasus,Men,7,Online,2,5768,15,9805.6
6418,2024-07-09,UK,Running,React Infinity Run,Unisex,11,Online,3,10621,10,28676.7
6419,2024-06-02,Germany,Running,React Infinity Run,Women,11,Online,1,11820,10,10638.0
6420,2025-12-08,Germany,Lifestyle,Air Force 1,Men,6,Retail Store,1,13851,20,11080.8
6421,2025-07-04,India,Lifestyle,Air Max 90,Women,7,Online,3,11885,10,32089.5
6422,2025-03-28,USA,Training,Air Zoom TR,Men,9,Retail Store,1,5015,10,4513.5
6423,2024-08-30,USA,Training,Air Zoom TR,Women,6,Online,3,10292,5,29332.2
6424,2025-07-01,USA,Training,Metcon 9,Men,11,Retail Store,2,13167,0,26334.0
6425,2025-10-07,India,Training,Free Metcon,Women,9,Retail Store,3,4010,15,10225.5
6426,2024-03-22,USA,Running,Air Zoom Alphafly,Unisex,7,Retail Store,1,14819,20,11855.2
6427,2025-11-20,Germany,Training,Metcon 9,Women,11,Online,2,12813,20,20500.8
6428,2024-01-05,India,Running,React Infinity Run,Men,9,Retail Store,1,5471,5,5197.45
6429,2025-11-11,Germany,Basketball,Air Jordan 1,Women,6,Online,3,6497,5,18516.45
6430,2025-08-13,Germany,Basketball,KD 16,Men,9,Retail Store,3,8628,5,24589.8
6431,2024-06-23,USA,Lifestyle,Air Max 90,Women,11,Retail Store,2,12776,0,25552.0
6432,2025-05-27,India,Running,React Infinity Run,Unisex,7,Retail Store,2,5634,20,9014.4
6433,2024-02-11,UK,Training,Metcon 9,Men,11,Retail Store,1,14879,15,12647.15
6434,2024-05-30,UK,Running,React Infinity Run,Men,6,Retail Store,1,9623,20,7698.4
6435,2024-12-07,India,Running,React Infinity Run,Women,8,Retail Store,3,9190,20,22056.0
6436,2025-02-06,India,Running,React Infinity Run,Men,7,Retail Store,1,4662,15,3962.7
6437,2024-05-06,USA,Training,Free Metcon,Unisex,9,Retail Store,2,4668,20,7468.8
6438,2025-10-09,USA,Training,Air Zoom TR,Women,7,Retail Store,2,7620,0,15240.0
6439,2024-04-27,Germany,Basketball,LeBron 21,Unisex,11,Online,3,10460,0,31380.0
6440,2024-08-05,USA,Training,Metcon 9,Unisex,10,Online,2,6533,10,11759.4
6441,2024-11-04,UK,Running,Air Zoom Alphafly,Unisex,6,Online,1,14509,15,12332.65
6442,2025-07-13,India,Running,Air Zoom Pegasus,Women,6,Online,2,4315,20,6904.0
6443,2025-12-09,Germany,Running,React Infinity Run,Unisex,9,Online,1,6211,15,5279.35
6444,2024-05-07,India,Lifestyle,Air Force 1,Unisex,8,Retail Store,2,13897,5,26404.3
6445,2024-08-14,UK,Running,Air Zoom Pegasus,Women,7,Retail Store,2,9132,20,14611.2
6446,2024-01-26,India,Running,React Infinity Run,Unisex,11,Online,1,14471,15,12300.35
6447,2025-05-10,UK,Basketball,LeBron 21,Men,7,Online,3,10782,20,25876.8
6448,2025-10-18,Germany,Running,React Infinity Run,Men,7,Retail Store,1,8697,5,8262.15
6449,2025-10-21,USA,Training,Air Zoom TR,Unisex,11,Retail Store,3,10260,5,29241.0
6450,2025-11-26,USA,Lifestyle,Blazer Mid,Men,9,Online,2,10995,5,20890.5
6451,2025-08-27,USA,Basketball,LeBron 21,Men,7,Retail Store,1,5617,15,4774.45
6452,2024-12-31,India,Running,React Infinity Run,Unisex,11,Retail Store,2,6425,0,12850.0
6453,2025-06-26,UK,Lifestyle,Blazer Mid,Unisex,9,Retail Store,2,5787,0,11574.0
6454,2024-11-05,USA,Running,Air Zoom Alphafly,Men,9,Retail Store,1,4168,10,3751.2
6455,2025-12-03,UK,Basketball,LeBron 21,Unisex,11,Online,3,8525,0,25575.0
6456,2024-08-08,India,Lifestyle,Air Max 90,Women,7,Online,3,14569,10,39336.3
6457,2025-01-24,USA,Lifestyle,Air Max 90,Women,6,Online,1,11765,0,11765.0
6458,2025-04-16,USA,Lifestyle,Air Force 1,Women,6,Online,1,5117,15,4349.45
6459,2024-05-10,UK,Basketball,Air Jordan 1,Unisex,10,Online,2,9414,15,16003.8
6460,2025-01-22,Germany,Running,React Infinity Run,Men,11,Online,2,5666,20,9065.6
6461,2024-06-25,UK,Running,Air Zoom Alphafly,Men,6,Online,1,13085,20,10468.0
6462,2024-05-03,India,Running,React Infinity Run,Unisex,10,Retail Store,2,6786,20,10857.6
6463,2024-04-20,India,Running,React Infinity Run,Women,10,Retail Store,1,12213,10,10991.7
6464,2025-05-19,UK,Running,Air Zoom Pegasus,Unisex,6,Retail Store,2,9860,5,18734.0
6465,2024-04-01,USA,Lifestyle,Air Max 90,Men,11,Retail Store,2,5172,0,10344.0
6466,2024-07-28,USA,Running,React Infinity Run,Women,10,Online,3,6054,0,18162.0
6467,2025-01-17,India,Lifestyle,Air Max 90,Men,6,Online,1,6815,10,6133.5
6468,2025-12-26,UK,Lifestyle,Air Force 1,Women,9,Online,2,9196,0,18392.0
6469,2025-03-10,India,Basketball,LeBron 21,Unisex,11,Online,2,10230,15,17391.0
6470,2025-02-06,India,Training,Air Zoom TR,Women,9,Retail Store,3,14652,5,41758.2
6471,2025-02-10,UK,Training,Air Zoom TR,Women,9,Online,1,14460,20,11568.0
6472,2025-12-09,UK,Basketball,KD 16,Women,8,Retail Store,1,9844,0,9844.0
6473,2025-01-10,USA,Basketball,Air Jordan 1,Men,10,Retail Store,3,12097,15,30847.35
6474,2024-12-05,USA,Training,Air Zoom TR,Unisex,8,Online,3,9599,20,23037.6
6475,2025-02-17,Germany,Training,Free Metcon,Unisex,7,Online,2,8258,10,14864.4
6476,2024-03-06,USA,Training,Metcon 9,Women,10,Online,1,8288,0,8288.0
6477,2025-12-28,USA,Training,Metcon 9,Women,11,Online,2,14368,20,22988.8
6478,2025-01-03,UK,Basketball,LeBron 21,Unisex,10,Retail Store,1,7528,0,7528.0
6479,2025-01-20,USA,Lifestyle,Blazer Mid,Women,10,Retail Store,1,14165,20,11332.0
6480,2024-06-04,USA,Running,Air Zoom Alphafly,Unisex,8,Online,3,6334,20,15201.6
6481,2025-10-08,USA,Basketball,Air Jordan 1,Men,7,Online,1,14501,15,12325.85
6482,2025-07-04,India,Training,Air Zoom TR,Men,6,Retail Store,3,9948,20,23875.2
6483,2024-12-06,USA,Lifestyle,Air Force 1,Unisex,6,Online,1,14774,15,12557.9
6484,2024-05-08,UK,Running,React Infinity Run,Unisex,6,Retail Store,1,9066,5,8612.7
6485,2024-03-08,Germany,Training,Free Metcon,Unisex,10,Retail Store,2,13586,10,24454.8
6486,2025-03-11,UK,Running,Air Zoom Alphafly,Women,6,Retail Store,3,14794,15,37724.7
6487,2024-08-21,India,Basketball,Air Jordan 1,Unisex,6,Online,2,9935,15,16889.5
6488,2025-10-08,USA,Lifestyle,Air Max 90,Unisex,10,Online,2,7727,0,15454.0
6489,2024-08-24,India,Training,Free Metcon,Women,11,Retail Store,2,5356,20,8569.6
6490,2024-02-13,Germany,Lifestyle,Air Max 90,Unisex,11,Online,2,5600,20,8960.0
6491,2025-12-01,Germany,Running,Air Zoom Pegasus,Women,8,Online,2,9706,5,18441.4
6492,2024-07-30,India,Training,Metcon 9,Unisex,11,Retail Store,1,9073,0,9073.0
6493,2024-04-04,UK,Training,Metcon 9,Men,11,Online,2,6796,5,12912.4
6494,2024-09-04,UK,Lifestyle,Air Force 1,Men,8,Retail Store,3,10951,10,29567.7
6495,2025-10-18,India,Basketball,KD 16,Unisex,11,Online,2,8080,15,13736.0
6496,2025-04-17,UK,Basketball,LeBron 21,Unisex,6,Retail Store,1,14957,10,13461.3
6497,2025-12-25,Germany,Running,React Infinity Run,Women,7,Retail Store,3,5328,10,14385.6
6498,2025-09-10,USA,Lifestyle,Air Max 90,Men,7,Online,1,6392,5,6072.4
6499,2025-01-19,USA,Training,Metcon 9,Unisex,11,Online,1,4166,20,3332.8
6500,2025-10-14,Germany,Running,Air Zoom Alphafly,Unisex,7,Retail Store,3,9060,5,25821.0
6501,2025-10-04,Germany,Lifestyle,Air Max 90,Women,6,Retail Store,2,8368,20,13388.8
6502,2025-11-22,Germany,Basketball,Air Jordan 1,Women,11,Online,1,11529,15,9799.65
6503,2025-07-28,India,Lifestyle,Blazer Mid,Men,11,Online,1,7412,10,6670.8
6504,2025-03-01,UK,Lifestyle,Air Max 90,Unisex,7,Retail Store,2,14379,5,27320.1
6505,2024-10-15,Germany,Basketball,Air Jordan 1,Men,8,Online,1,12155,0,12155.0
6506,2025-12-22,UK,Basketball,Air Jordan 1,Women,6,Retail Store,3,14231,20,34154.4
6507,2025-01-24,UK,Training,Metcon 9,Women,6,Retail Store,2,12525,20,20040.0
6508,2024-11-16,Germany,Lifestyle,Air Max 90,Women,8,Retail Store,3,11067,5,31540.95
6509,2024-03-05,UK,Running,Air Zoom Pegasus,Unisex,9,Retail Store,2,11767,0,23534.0
6510,2024-07-29,UK,Basketball,Air Jordan 1,Men,11,Retail Store,1,9696,15,8241.6
6511,2025-06-02,UK,Training,Metcon 9,Unisex,6,Retail Store,1,14165,0,14165.0
6512,2024-11-27,USA,Basketball,Air Jordan 1,Men,10,Retail Store,3,6884,15,17554.2
6513,2025-10-23,UK,Basketball,Air Jordan 1,Unisex,10,Retail Store,2,12852,0,25704.0
6514,2025-11-19,Germany,Lifestyle,Air Max 90,Women,11,Online,3,11371,5,32407.35
6515,2024-06-01,India,Lifestyle,Air Force 1,Men,6,Retail Store,2,5294,5,10058.6
6516,2025-04-19,India,Basketball,KD 16,Women,6,Online,2,14156,0,28312.0
6517,2025-10-25,UK,Running,Air Zoom Pegasus,Unisex,7,Retail Store,3,12180,5,34713.0
